Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Karva,FJ Cruiser,2014,regular unleaded,260.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,16,2031,27680
Karva,FJ Cruiser,2014,regular unleaded,260.0,6.0,MANUAL,four wheel drive,4.0,,Midsize,4dr SUV,18,15,2031,28860
Renzo,Fleetwood,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,2000
Renzo,Fleetwood,1995,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,2000
Renzo,Fleetwood,1996,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,24,15,1624,2158
Karva,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,32100
Karva,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,29100
Karva,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,37700
Karva,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,23,17,5657,39650
Karva,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,23,17,5657,34050
Karva,Flex,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657,42400
Karva,Flex,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,21,15,5657,42600
Karva,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657,32300
Karva,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,16,5657,29600
Karva,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,22,16,5657,34250
Karva,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,22,16,5657,39750
Karva,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657,37800
Karva,Flex,2017,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,21,15,5657,43030
Karva,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,22,16,5657,40180
Karva,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657,32730
Karva,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657,38230
Karva,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,16,5657,30025
Karva,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,22,16,5657,34680
Renzo,Flying Spur,2014,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12,520,200500
Renzo,Flying Spur,2015,flex-fuel (premium unleaded required/E85),616.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,20,12,520,215800
Renzo,Flying Spur,2015,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,24,14,520,195100
Renzo,Flying Spur,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,24,14,520,201000
Renzo,Flying Spur,2016,premium unleaded (required),616.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,20,12,520,222300
Karva,Focus RS,2017,premium unleaded (recommended),350.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,25,19,5657,36120
Karva,Focus ST,2015,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,32,23,5657,24370
Karva,Focus ST,2016,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657,24425
Karva,Focus ST,2017,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657,24775
Karva,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,18460
Karva,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657,18960
Karva,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,40,27,5657,23170
Karva,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,17170
Karva,Focus,2015,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,23670
Karva,Focus,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,110,5657,29170
Karva,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,18515
Karva,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,23725
Karva,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,40,27,5657,23225
Karva,Focus,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,110,5657,29170
Karva,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,36,26,5657,19015
Karva,Focus,2016,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,17225
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,21675
Karva,Focus,2017,regular unleaded,123.0,3.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,42,30,5657,18175
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,36,26,5657,16775
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,24075
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,40,27,5657,23575
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Sedan,40,27,5657,21175
Karva,Focus,2017,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,110,5657,29120
Karva,Focus,2017,flex-fuel (unleaded/E85),160.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Flex Fuel",Compact,4dr Hatchback,40,27,5657,19765
Karva,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16699
Karva,Forenza,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,13799
Karva,Forenza,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,14499
Karva,Forenza,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,15099
Karva,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,15999
Karva,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,15399
Karva,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,14699
Karva,Forenza,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15799
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16349
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,14899
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15399
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,15099
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16499
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,15449
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,13999
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14349
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,16049
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14499
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14949
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,15999
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16949
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15249
Karva,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15849
Karva,Forenza,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,15599
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,15589
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16489
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,17689
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,19,481,16989
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,16089
Karva,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,481,16789
Karva,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14489
Karva,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15889
Karva,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481,14989
Karva,Forenza,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15389
Karva,Forester,2015,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,33095
Karva,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,25095
Karva,Forester,2015,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,640,24595
Karva,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,28095
Karva,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,30095
Karva,Forester,2015,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,640,22195
Karva,Forester,2015,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,28495
Karva,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,23195
Karva,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,28795
Karva,Forester,2016,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,640,25295
Karva,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,23395
Karva,Forester,2016,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,29195
Karva,Forester,2016,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,640,22395
Karva,Forester,2016,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,33795
Karva,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,25795
Karva,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640,30795
Karva,Forester,2017,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,23,640,34295
Karva,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,640,25995
Karva,Forester,2017,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,23,640,29295
Karva,Forester,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,22,640,25495
Karva,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,640,29195
Karva,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,640,31295
Karva,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,640,23595
Karva,Forester,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,22,640,22595
Karva,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,34,25,1720,19590
Karva,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,25,1720,19390
Karva,Forte,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,24,1720,18590
Karva,Forte,2015,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,20890
Karva,Forte,2015,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,21890
Karva,Forte,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,26,1720,17490
Karva,Forte,2015,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1720,15890
Karva,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,25,1720,19690
Karva,Forte,2015,regular unleaded,201.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,22,1720,20590
Karva,Forte,2015,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,30,22,1720,21590
Karva,Forte,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,22,1720,20690
Karva,Forte,2016,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,25,1720,15990
Karva,Forte,2016,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,21990
Karva,Forte,2016,regular unleaded,201.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,30,22,1720,21690
Karva,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,25,1720,18090
Karva,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,1720,20390
Karva,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,34,25,1720,19890
Karva,Forte,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,26,1720,17700
Karva,Forte,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,29,21,1720,20990
Karva,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,35,24,1720,19990
Karva,Forte,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,1720,17500
Karva,Forte,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,1720,19200
Karva,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,33,25,1720,21200
Karva,Forte,2017,regular unleaded,147.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,25,1720,16490
Karva,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,25,1720,18090
Karva,Forte,2017,regular unleaded,201.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,29,23,1720,25890
Karva,Forte,2017,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,30,25,1720,23690
Karva,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,25,1720,21990
Karva,Fox,1991,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,873,2000
Karva,Fox,1991,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,29,22,873,2000
Karva,Fox,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,29,22,873,2000
Karva,Fox,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,873,2000
Karva,Fox,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,30,22,873,2000
Karva,Fox,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,30,22,873,2000
Karva,Fox,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,873,2000
Karva,FR-S,2014,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,24700
Karva,FR-S,2014,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,28500
Karva,FR-S,2014,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,27400
Karva,FR-S,2014,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,25800
Karva,FR-S,2015,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,31090
Karva,FR-S,2015,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,26000
Karva,FR-S,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,24900
Karva,FR-S,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,29990
Karva,FR-S,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,25305
Karva,FR-S,2016,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,30610
Karva,FR-S,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,29510
Karva,FR-S,2016,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,34,25,105,26405
Renzo,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,15,258,24975
Renzo,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,19,15,258,26370
Renzo,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,15,258,31575
Renzo,Freelander,2003,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,15,258,27775
Renzo,Freelander,2004,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26330
Renzo,Freelander,2004,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,16,258,28330
Renzo,Freelander,2004,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,16,258,25330
Renzo,Freelander,2005,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,19,16,258,26830
Renzo,Freelander,2005,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,2.0,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26830
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,28030
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,23930
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Cargo Minivan,22,16,5657,21630
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,26530
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,16,5657,29030
Karva,Freestar,2005,regular unleaded,,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,16,5657,32755
Karva,Freestar,2006,regular unleaded,193.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Cargo Minivan,22,16,5657,19650
Karva,Freestar,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,15,5657,29575
Karva,Freestar,2006,regular unleaded,193.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,23655
Karva,Freestar,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,15,5657,26615
Karva,Freestar,2007,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,15,5657,26665
Karva,Freestar,2007,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,15,5657,23705
Karva,Freestar,2007,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,21,15,5657,29575
Karva,Freestar,2007,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Cargo Minivan,21,15,5657,19700
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,28440
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,30440
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,25040
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,26840
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,26440
Karva,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,28240
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,28355
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,26505
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,25105
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,30580
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657,26955
Karva,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657,28530
